BILLING_PROVIDER_NPI_NUM,SERVICING_PROVIDER_NPI_NUM,HCPCS_CODE,CLAIM_FROM_MONTH,TOTAL_UNIQUE_BENEFICIARIES,TOTAL_CLAIMS,TOTAL_PAID
1000000183,1000000183,80053,2024-03-01,238,321,14605.79
1000000183,1000000183,93000,2024-03-01,193,375,31766.99
1000000183,1000000183,97110,2024-03-01,427,492,47195.35
1000000183,1000000183,99213,2024-03-01,306,517,62313.58
1000000183,1000000183,99214,2024-03-01,271,492,88723.21
1000000184,1000000184,36415,2024-03-01,1504,2110,53117.08
1000000184,1000000184,80053,2024-03-01,1279,1504,68028.77
1000000184,1000000184,99213,2024-03-01,1133,1706,205351.29
1000000184,1000000184,99214,2024-03-01,790,1370,247234.46
1000000184,1000000184,99232,2024-03-01,952,1330,199245.74
1000000184,1000000184,99283,2024-03-01,1547,1735,605493.83
1000000184,1000000184,J3301,2024-03-01,1551,2124,137947.32
1000000185,1000000185,36415,2024-03-01,70,84,2079.22
1000000185,1000000185,80053,2024-03-01,57,68,2980.58
1000000185,1000000185,99213,2024-03-01,76,89,10483.94
1000000185,1000000185,99283,2024-03-01,46,69,24336.16
1000000185,1000000185,J3301,2024-03-01,44,75,4969.3
1000000186,1000000186,97110,2024-03-01,1072,1606,152657.22
1000000186,1000000186,99213,2024-03-01,1086,1323,159174.5
1000000186,1000000186,99214,2024-03-01,1131,1338,240397.08
1000000186,1000000186,99232,2024-03-01,1490,1669,250575.02
1000000186,1000000186,99283,2024-03-01,1387,2275,796543.83
1000000186,1000000186,J3301,2024-03-01,1184,2163,140968.89
1000000187,1000000187,70450,2024-03-01,611,1131,511508.74
1000000187,1000000187,80053,2024-03-01,1061,1579,71524.66
1000000187,1000000187,99214,2024-03-01,918,1039,186706.66
1000000188,1000000188,36415,2024-03-01,67,98,2425.1
1000000188,1000000188,70450,2024-03-01,52,62,28527.21
1000000188,1000000188,80053,2024-03-01,68,106,4809.92
1000000188,1000000188,93000,2024-03-01,35,68,5890.27
1000000188,1000000188,99214,2024-03-01,49,99,17612.45
1000000189,1000000189,36415,2024-03-01,171,261,6551.19
1000000189,1000000189,80053,2024-03-01,213,353,15989.62
1000000189,1000000189,97110,2024-03-01,220,287,27104.22
1000000189,1000000189,99283,2024-03-01,204,256,90903.01
1000000190,1000000190,70450,2024-03-01,28,55,24175.31
1000000190,1000000190,93000,2024-03-01,34,68,5949.31
1000000190,1000000190,97110,2024-03-01,28,52,4971.88
1000000190,1000000190,99213,2024-03-01,38,76,9008.21
1000000190,1000000190,99232,2024-03-01,58,86,13241.76
1000000191,1000000191,93000,2024-03-01,157,212,18351.34
1000000191,1000000191,97110,2024-03-01,295,355,33359.04
1000000191,1000000191,99213,2024-03-01,173,255,31382.29
1000000191,1000000191,99214,2024-03-01,181,301,54478.71
1000000191,1000000191,99283,2024-03-01,148,280,97875.71
1000000191,1000000191,J3301,2024-03-01,171,214,13871.75
1000000192,1000000192,70450,2024-03-01,797,888,400765.94
1000000192,1000000192,80053,2024-03-01,641,1243,55840.78
1000000192,1000000192,99214,2024-03-01,722,1041,187458.69
1000000192,1000000192,99283,2024-03-01,722,1320,459041.8
1000000192,1000000192,J3301,2024-03-01,770,966,62557.27
1000000193,1000000193,36415,2024-03-01,116,189,4794.81
1000000193,1000000193,70450,2024-03-01,200,249,110788.29
1000000193,1000000193,80053,2024-03-01,220,314,14119.04
1000000193,1000000193,93000,2024-03-01,199,236,20419.22
1000000193,1000000193,97110,2024-03-01,159,284,26585.48
1000000193,1000000193,99214,2024-03-01,159,283,50891.72
1000000194,1000000194,93000,2024-03-01,150,195,16382.74
1000000194,1000000194,99214,2024-03-01,73,124,22286.75
1000000194,1000000194,J3301,2024-03-01,132,173,10957.87
1000000195,1000000195,36415,2024-03-01,52,97,2404.18
1000000195,1000000195,93000,2024-03-01,140,158,13364.66
1000000195,1000000195,99213,2024-03-01,71,100,11994.78
1000000195,1000000195,99232,2024-03-01,78,157,23723.62
1000000195,1000000195,99283,2024-03-01,92,111,38587.03
1000000196,1000000196,97110,2024-03-01,35,41,3733.4
1000000196,1000000196,99213,2024-03-01,25,40,4541.57
1000000196,1000000196,99214,2024-03-01,16,25,4293.76
1000000197,1000000197,80053,2024-03-01,63,104,4763.91
1000000197,1000000197,97110,2024-03-01,118,174,16285.98
1000000197,1000000197,99214,2024-03-01,100,135,23970.66
1000000197,1000000197,99232,2024-03-01,140,164,24916.65
1000000197,1000000197,99283,2024-03-01,138,157,55585.33
1000000197,1000000197,J3301,2024-03-01,120,164,10701.71
1000000198,1000000198,70450,2024-03-01,343,449,202382.39
1000000198,1000000198,80053,2024-03-01,338,493,22096.48
1000000198,1000000198,97110,2024-03-01,168,291,27800.17
1000000198,1000000198,99213,2024-03-01,475,534,64264.9
1000000198,1000000198,J3301,2024-03-01,373,501,32763.13
1000000199,1000000199,70450,2024-03-01,393,550,245840.78
1000000199,1000000199,80053,2024-03-01,336,575,26046.48
1000000199,1000000199,99214,2024-03-01,482,537,96825.68
1000000199,1000000199,99232,2024-03-01,233,415,62447.24
1000000200,1000000200,36415,2024-03-01,1304,2078,51739.94
1000000200,1000000200,70450,2024-03-01,963,1450,652272.86
1000000200,1000000200,97110,2024-03-01,1344,1654,157515.21
1000000200,1000000200,99213,2024-03-01,1304,1685,202670.91
1000000201,1000000201,70450,2024-03-01,926,1512,681339.53
1000000201,1000000201,99283,2024-03-01,1071,2056,714950.42
1000000201,1000000201,J3301,2024-03-01,607,1205,78712.73
1000000202,1000000202,70450,2024-03-01,88,123,55661.86
1000000202,1000000202,80053,2024-03-01,91,103,4740.84
1000000202,1000000202,99213,2024-03-01,156,178,21863.75
1000000202,1000000202,99214,2024-03-01,113,140,25135.58
1000000202,1000000202,99283,2024-03-01,118,148,51131.04
1000000202,1000000202,J3301,2024-03-01,83,119,7775.76
1000000203,1000000203,36415,2024-03-01,68,135,3385.35
1000000203,1000000203,70450,2024-03-01,117,135,61304.03
1000000203,1000000203,80053,2024-03-01,130,177,7899.38
1000000203,1000000203,93000,2024-03-01,134,152,12847.22
1000000203,1000000203,99213,2024-03-01,87,138,16621.24
1000000203,1000000203,99232,2024-03-01,163,193,28506.42
1000000204,1000000204,80053,2024-03-01,881,1553,70069.76
1000000204,1000000204,93000,2024-03-01,901,1400,118943.65
1000000204,1000000204,97110,2024-03-01,1007,1572,149476.89
1000000204,1000000204,99213,2024-03-01,1044,1583,189269.74
1000000204,1000000204,99283,2024-03-01,751,1227,430077.14
1000000204,1000000204,J3301,2024-03-01,1201,1463,95858.97
1000000205,1000000205,97110,2024-03-01,46,73,6957.12
1000000205,1000000205,99213,2024-03-01,32,61,7320.67
1000000205,1000000205,99283,2024-03-01,26,51,17760.53
1000000205,1000000205,J3301,2024-03-01,47,70,4426.42
1000000206,1000000206,70450,2024-03-01,23,47,21253.92
1000000206,1000000206,80053,2024-03-01,39,64,2921.47
1000000206,1000000206,97110,2024-03-01,45,56,5303.34
1000000206,1000000206,99214,2024-03-01,57,64,11358.38
1000000206,1000000206,99232,2024-03-01,36,52,8013.32
1000000206,1000000206,99283,2024-03-01,54,63,21801.67
1000000206,1000000206,J3301,2024-03-01,57,73,4790.88
1000000207,1000000207,80053,2024-03-01,188,216,9585.66
1000000207,1000000207,93000,2024-03-01,215,351,30678.8
1000000207,1000000207,97110,2024-03-01,277,349,33054.8
1000000208,1000000208,70450,2024-03-01,51,80,36371.79
1000000208,1000000208,80053,2024-03-01,67,114,5240.3
1000000208,1000000208,93000,2024-03-01,50,96,8158.8
1000000208,1000000208,97110,2024-03-01,60,109,10532.27
1000000208,1000000208,99213,2024-03-01,99,122,14318.74
1000000208,1000000208,99214,2024-03-01,52,87,15972.37
1000000208,1000000208,99283,2024-03-01,65,78,26832.84
1000000209,1000000209,36415,2024-03-01,429,576,14469.2
1000000209,1000000209,70450,2024-03-01,506,706,318437.01
1000000209,1000000209,93000,2024-03-01,468,626,53031.38
1000000209,1000000209,97110,2024-03-01,236,426,40040.41
1000000209,1000000209,99214,2024-03-01,285,504,90686.53
1000000209,1000000209,99232,2024-03-01,312,514,76965.38
1000000209,1000000209,J3301,2024-03-01,319,423,27784.06
1000000210,1000000210,70450,2024-03-01,47,73,32862.12
1000000210,1000000210,80053,2024-03-01,80,92,4313.95
1000000210,1000000210,99213,2024-03-01,69,88,9948.98
1000000210,1000000210,99232,2024-03-01,64,102,15308.95
1000000210,1000000210,99283,2024-03-01,76,86,29896.45
1000000210,1000000210,J3301,2024-03-01,61,106,7053.35
1000000211,1000000211,70450,2024-03-01,173,225,101227.1
1000000211,1000000211,93000,2024-03-01,171,248,21120.35
1000000211,1000000211,99213,2024-03-01,176,229,26576.33
1000000211,1000000211,99232,2024-03-01,148,258,38777.85
1000000212,1000000212,97110,2024-03-01,120,202,18827.39
1000000212,1000000212,99213,2024-03-01,119,211,25102.79
1000000212,1000000212,99214,2024-03-01,183,218,39280.47
1000000212,1000000212,99232,2024-03-01,126,203,31142.32
1000000212,1000000212,J3301,2024-03-01,162,182,12189.31
1000000213,1000000213,70450,2024-03-01,1024,1255,565559.96
1000000213,1000000213,80053,2024-03-01,918,1063,48352.08
1000000213,1000000213,97110,2024-03-01,683,925,88154.54
1000000213,1000000213,99213,2024-03-01,998,1259,150888.01
1000000213,1000000213,99283,2024-03-01,853,968,339014.36
1000000214,1000000214,36415,2024-03-01,143,178,4359.07
1000000214,1000000214,70450,2024-03-01,232,287,128919.95
1000000214,1000000214,93000,2024-03-01,198,250,21069.91
1000000214,1000000214,99232,2024-03-01,179,224,33444.3
1000000214,1000000214,J3301,2024-03-01,169,285,18087.23
1000000215,1000000215,36415,2024-03-01,41,73,1810.62
1000000215,1000000215,80053,2024-03-01,55,100,4549.71
1000000215,1000000215,99232,2024-03-01,53,76,11676.14
1000000216,1000000216,80053,2024-03-01,25,31,1390.18
1000000216,1000000216,97110,2024-03-01,22,31,2849.91
1000000216,1000000216,99213,2024-03-01,42,51,5960.88
1000000216,1000000216,99232,2024-03-01,24,48,7226.03
1000000216,1000000216,99283,2024-03-01,26,52,19103.14
1000000217,1000000217,70450,2024-03-01,23,38,16845.23
1000000217,1000000217,80053,2024-03-01,27,42,1924.3
1000000217,1000000217,93000,2024-03-01,31,39,3373.14
1000000217,1000000217,97110,2024-03-01,21,34,3174.46
1000000217,1000000217,99283,2024-03-01,24,31,10870.76
1000000217,1000000217,J3301,2024-03-01,17,26,1628.99
1000000218,1000000218,36415,2024-03-01,58,80,1974.2
1000000218,1000000218,97110,2024-03-01,50,76,7346.59
1000000218,1000000218,99232,2024-03-01,55,85,12813.76
1000000218,1000000218,99283,2024-03-01,72,84,29761.73
1000000219,1000000219,70450,2024-03-01,39,49,22193.26
1000000219,1000000219,80053,2024-03-01,22,42,1979.94
1000000219,1000000219,93000,2024-03-01,38,53,4554.59
1000000219,1000000219,99214,2024-03-01,47,67,12027.62
1000000219,1000000219,99232,2024-03-01,42,48,7307.09
1000000219,1000000219,99283,2024-03-01,47,57,19400.98
1000000219,1000000219,J3301,2024-03-01,39,58,3771.32
1000000220,1000000220,36415,2024-03-01,891,1381,34381.43
1000000220,1000000220,80053,2024-03-01,1027,1402,63020.62
1000000220,1000000220,93000,2024-03-01,1093,1592,134473.29
1000000220,1000000220,99213,2024-03-01,837,1055,126457.03
1000000220,1000000220,99283,2024-03-01,1026,1341,469144.82
1000000220,1000000220,J3301,2024-03-01,935,1347,87407.79
1000000221,1000000221,70450,2024-03-01,1032,1528,681581.19
1000000221,1000000221,93000,2024-03-01,1403,1958,167266.17
1000000221,1000000221,99214,2024-03-01,1083,1478,267728.14
1000000222,1000000222,36415,2024-03-01,666,1319,32951.47
1000000222,1000000222,80053,2024-03-01,1125,1983,89170.83
1000000222,1000000222,97110,2024-03-01,1466,1955,185862.47
1000000222,1000000222,99213,2024-03-01,994,1234,148300.53
1000000222,1000000222,99214,2024-03-01,1494,1815,326478.62
1000000222,1000000222,99283,2024-03-01,822,1339,467176.11
1000000223,1000000223,70450,2024-03-01,73,130,57521.99
1000000223,1000000223,80053,2024-03-01,81,127,5817.91
1000000223,1000000223,93000,2024-03-01,109,141,11895.92
1000000223,1000000223,99213,2024-03-01,111,131,15646.32
1000000223,1000000223,99214,2024-03-01,98,170,31008.53
1000000223,1000000223,99232,2024-03-01,102,151,22359.3
1000000223,1000000223,J3301,2024-03-01,141,175,10979.3
1000000224,1000000224,80053,2024-03-01,296,396,17677.11
1000000224,1000000224,97110,2024-03-01,241,335,31219.32
1000000224,1000000224,99213,2024-03-01,255,400,48033.37
1000000224,1000000224,99283,2024-03-01,218,334,116208.6
1000000225,1000000225,36415,2024-03-01,61,81,2022.11
1000000225,1000000225,93000,2024-03-01,90,109,9278.75
1000000225,1000000225,97110,2024-03-01,90,109,10725.26
1000000226,1000000226,36415,2024-03-01,22,29,706.16
1000000226,1000000226,80053,2024-03-01,20,39,1694.34
1000000226,1000000226,93000,2024-03-01,34,39,3331.79
1000000226,1000000226,97110,2024-03-01,21,30,2962.54
1000000226,1000000226,99214,2024-03-01,31,41,7501.94
1000000226,1000000226,99232,2024-03-01,17,30,4450.77
1000000226,1000000226,99283,2024-03-01,24,31,11288.26
1000000227,1000000227,93000,2024-03-01,117,173,14805.4
1000000227,1000000227,99213,2024-03-01,146,204,24574.06
1000000227,1000000227,99232,2024-03-01,66,129,19182.53
1000000228,1000000228,36415,2024-03-01,741,1078,26899.55
1000000228,1000000228,70450,2024-03-01,1400,1680,757522.8
1000000228,1000000228,80053,2024-03-01,1335,1794,81143.42
1000000228,1000000228,97110,2024-03-01,977,1370,130502.93
1000000229,1000000229,36415,2024-03-01,349,657,16224.65
1000000229,1000000229,97110,2024-03-01,623,849,81010.93
1000000229,1000000229,99213,2024-03-01,372,672,80300.9
1000000229,1000000229,99214,2024-03-01,497,882,158983.15
1000000229,1000000229,99232,2024-03-01,431,753,112379.28
1000000229,1000000229,99283,2024-03-01,625,813,282573.7
1000000230,1000000230,93000,2024-03-01,28,37,3196.1
1000000230,1000000230,97110,2024-03-01,39,44,4286.73
1000000230,1000000230,99213,2024-03-01,32,37,4275.43
1000000230,1000000230,99214,2024-03-01,29,38,6786.67
1000000230,1000000230,99232,2024-03-01,18,28,4193.24
1000000230,1000000230,99283,2024-03-01,27,34,12534.87
1000000230,1000000230,J3301,2024-03-01,25,42,2728.02
1000000231,1000000231,36415,2024-03-01,59,68,1684.4
1000000231,1000000231,70450,2024-03-01,36,41,17753.72
1000000231,1000000231,80053,2024-03-01,38,54,2473.87
1000000231,1000000231,99214,2024-03-01,50,70,12201.09
1000000231,1000000231,99232,2024-03-01,58,67,9898.07
1000000231,1000000231,99283,2024-03-01,39,46,16770.65
1000000231,1000000231,J3301,2024-03-01,27,47,3149.71
1000000232,1000000232,70450,2024-03-01,29,50,22761.23
1000000232,1000000232,80053,2024-03-01,41,50,2315.03
1000000232,1000000232,93000,2024-03-01,36,46,3747.2
1000000232,1000000232,97110,2024-03-01,41,54,5045.27
1000000232,1000000232,99213,2024-03-01,36,43,5170.69
1000000232,1000000232,J3301,2024-03-01,35,70,4531.88
1000000233,1000000233,80053,2024-03-01,717,1129,50972.28
1000000233,1000000233,97110,2024-03-01,410,672,63127.25
1000000233,1000000233,99214,2024-03-01,525,853,153713.59
1000000233,1000000233,99232,2024-03-01,441,826,123109.0
1000000234,1000000234,70450,2024-03-01,276,451,201915.67
1000000234,1000000234,99214,2024-03-01,268,364,66218.64
1000000234,1000000234,J3301,2024-03-01,228,291,18922.76
1000000235,1000000235,70450,2024-03-01,20,30,13981.76
1000000235,1000000235,80053,2024-03-01,17,21,987.05
1000000235,1000000235,97110,2024-03-01,12,19,1685.69
1000000235,1000000235,99213,2024-03-01,12,22,2707.55
1000000235,1000000235,99214,2024-03-01,12,22,4029.88
1000000235,1000000235,99232,2024-03-01,15,24,3579.2
1000000235,1000000235,99283,2024-03-01,12,20,6887.05
1000000236,1000000236,80053,2024-03-01,19,22,963.92
1000000236,1000000236,97110,2024-03-01,17,33,3115.6
1000000236,1000000236,99213,2024-03-01,28,36,4099.47
1000000236,1000000236,99232,2024-03-01,14,26,3720.04
1000000237,1000000237,80053,2024-03-01,1424,2262,101859.08
1000000237,1000000237,93000,2024-03-01,1591,2304,196082.79
1000000237,1000000237,97110,2024-03-01,943,1499,142978.09
1000000237,1000000237,99214,2024-03-01,1035,1779,320591.84
1000000237,1000000237,99232,2024-03-01,1403,1604,239865.63
1000000238,1000000238,70450,2024-03-01,12,20,8980.89
1000000238,1000000238,97110,2024-03-01,13,26,2356.62
1000000238,1000000238,99214,2024-03-01,23,31,5425.49
1000000238,1000000238,99232,2024-03-01,13,18,2700.16
1000000238,1000000238,99283,2024-03-01,15,23,8219.59
1000000239,1000000239,70450,2024-03-01,25,36,15834.71
1000000239,1000000239,99213,2024-03-01,28,36,4335.91
1000000239,1000000239,99214,2024-03-01,16,29,5096.78
1000000239,1000000239,99232,2024-03-01,37,47,7302.86
1000000239,1000000239,99283,2024-03-01,34,48,16539.08
1000000239,1000000239,J3301,2024-03-01,26,40,2496.23
1000000240,1000000240,36415,2024-03-01,575,846,21265.36
1000000240,1000000240,70450,2024-03-01,575,709,318667.52
1000000240,1000000240,93000,2024-03-01,604,836,70937.08
1000000240,1000000240,99232,2024-03-01,288,475,72057.16
1000000240,1000000240,99283,2024-03-01,461,826,287501.06
1000000240,1000000240,J3301,2024-03-01,419,530,34313.68
1000000241,1000000241,80053,2024-03-01,790,1560,69634.89
1000000241,1000000241,93000,2024-03-01,1388,2367,201857.17
1000000241,1000000241,99213,2024-03-01,826,1316,157515.55
1000000241,1000000241,99214,2024-03-01,1432,1960,352520.01
1000000241,1000000241,99232,2024-03-01,1185,1374,205635.05
1000000241,1000000241,99283,2024-03-01,1159,1808,633925.77
1000000242,1000000242,36415,2024-03-01,23,27,663.63
1000000242,1000000242,70450,2024-03-01,12,23,9849.04
1000000242,1000000242,80053,2024-03-01,20,26,1118.14
1000000242,1000000242,93000,2024-03-01,16,32,2865.0
1000000242,1000000242,99213,2024-03-01,26,31,3770.32
1000000243,1000000243,80053,2024-03-01,299,362,16565.93
1000000243,1000000243,99213,2024-03-01,243,375,44873.3
1000000243,1000000243,99283,2024-03-01,265,436,152477.52
1000000244,1000000244,36415,2024-03-01,21,35,810.57
1000000244,1000000244,70450,2024-03-01,23,28,12425.9
1000000244,1000000244,80053,2024-03-01,30,37,1612.55
1000000244,1000000244,99214,2024-03-01,12,23,4017.93
1000000244,1000000244,99283,2024-03-01,13,27,9258.72
1000000244,1000000244,J3301,2024-03-01,20,34,2258.82
1000000245,1000000245,80053,2024-03-01,269,345,15194.95
1000000245,1000000245,93000,2024-03-01,199,262,22380.89
1000000245,1000000245,97110,2024-03-01,135,230,21770.77
1000000245,1000000245,99213,2024-03-01,323,400,47722.58
1000000245,1000000245,99214,2024-03-01,243,338,61347.42
1000000245,1000000245,99283,2024-03-01,164,273,94543.85
1000000246,1000000246,80053,2024-03-01,307,438,19627.45
1000000246,1000000246,97110,2024-03-01,168,307,28721.37
1000000246,1000000246,99232,2024-03-01,269,335,49644.63
1000000247,1000000247,36415,2024-03-01,1180,1476,37076.17
1000000247,1000000247,80053,2024-03-01,661,944,43177.29
1000000247,1000000247,93000,2024-03-01,1271,1489,125597.97
1000000247,1000000247,99214,2024-03-01,1059,1546,278299.91
1000000247,1000000247,99283,2024-03-01,948,1336,468667.08
1000000247,1000000247,J3301,2024-03-01,1215,1379,89842.83
1000000248,1000000248,80053,2024-03-01,66,87,3981.26
1000000248,1000000248,97110,2024-03-01,48,62,6036.96
1000000248,1000000248,99213,2024-03-01,89,111,13285.22
1000000248,1000000248,J3301,2024-03-01,62,101,6727.68
1000000249,1000000249,36415,2024-03-01,447,510,12620.64
1000000249,1000000249,70450,2024-03-01,317,410,183330.49
1000000249,1000000249,93000,2024-03-01,234,299,25762.72
1000000249,1000000249,99214,2024-03-01,260,447,79406.35
1000000249,1000000249,99232,2024-03-01,191,297,44473.05
1000000250,1000000250,36415,2024-03-01,186,285,7272.68
1000000250,1000000250,99232,2024-03-01,209,293,43756.0
1000000250,1000000250,J3301,2024-03-01,214,331,21135.19
1000000251,1000000251,36415,2024-03-01,882,1051,26517.27
1000000251,1000000251,97110,2024-03-01,821,915,86600.38
1000000251,1000000251,99232,2024-03-01,519,760,114503.15
1000000251,1000000251,99283,2024-03-01,579,720,254177.96
1000000252,1000000252,70450,2024-03-01,581,774,348953.15
1000000252,1000000252,80053,2024-03-01,583,941,42250.75
1000000252,1000000252,99213,2024-03-01,553,667,79767.04
1000000252,1000000252,99214,2024-03-01,569,769,139978.44
1000000252,1000000252,99232,2024-03-01,499,624,93383.6
1000000252,1000000252,99283,2024-03-01,642,722,250923.13
1000000253,1000000253,36415,2024-03-01,352,448,11317.61
1000000253,1000000253,70450,2024-03-01,338,415,185084.5
1000000253,1000000253,80053,2024-03-01,216,404,18097.56
1000000253,1000000253,93000,2024-03-01,352,409,34818.78
1000000253,1000000253,99213,2024-03-01,327,396,48420.3
1000000253,1000000253,99214,2024-03-01,411,475,84817.3
1000000253,1000000253,99283,2024-03-01,217,301,106318.37
1000000254,1000000254,80053,2024-03-01,52,74,3422.57
1000000254,1000000254,97110,2024-03-01,77,87,8096.56
1000000254,1000000254,99213,2024-03-01,35,52,6450.21
1000000254,1000000254,99283,2024-03-01,51,61,21342.73
1000000254,1000000254,J3301,2024-03-01,46,61,3925.43
1000000255,1000000255,80053,2024-03-01,1101,1701,75819.86
1000000255,1000000255,97110,2024-03-01,842,1173,111156.12
1000000255,1000000255,99213,2024-03-01,1399,1993,238985.27
1000000255,1000000255,99214,2024-03-01,990,1435,259619.69
1000000256,1000000256,36415,2024-03-01,1241,1764,43960.76
1000000256,1000000256,70450,2024-03-01,1107,1701,763330.26
1000000256,1000000256,93000,2024-03-01,1034,1949,165598.99
1000000256,1000000256,97110,2024-03-01,1226,1745,165350.29
1000000256,1000000256,99214,2024-03-01,1219,2047,367774.89
1000000256,1000000256,99283,2024-03-01,653,1239,431250.37
1000000257,1000000257,36415,2024-03-01,822,1497,37655.48
1000000257,1000000257,80053,2024-03-01,883,1481,67048.62
1000000257,1000000257,93000,2024-03-01,1689,2385,203716.75
1000000257,1000000257,99214,2024-03-01,1096,1979,357023.17
1000000257,1000000257,99232,2024-03-01,1269,2130,318587.0
1000000257,1000000257,99283,2024-03-01,1599,1913,668450.3
1000000258,1000000258,36415,2024-03-01,201,300,7541.72
1000000258,1000000258,70450,2024-03-01,252,311,139454.3
1000000258,1000000258,80053,2024-03-01,268,364,16592.85
1000000258,1000000258,97110,2024-03-01,146,206,18816.2
1000000258,1000000258,J3301,2024-03-01,138,203,13497.32
1000000259,1000000259,70450,2024-03-01,105,123,55898.21
1000000259,1000000259,80053,2024-03-01,96,141,6345.97
1000000259,1000000259,97110,2024-03-01,49,86,8181.87
1000000259,1000000259,99214,2024-03-01,70,135,24569.64
1000000259,1000000259,99232,2024-03-01,73,142,21173.55
1000000259,1000000259,99283,2024-03-01,79,143,51114.24
1000000260,1000000260,93000,2024-03-01,456,603,50713.93
1000000260,1000000260,99213,2024-03-01,621,751,89172.02
1000000260,1000000260,99214,2024-03-01,329,506,91197.4
1000000260,1000000260,99232,2024-03-01,567,733,109001.84
1000000260,1000000260,99283,2024-03-01,512,675,238094.15
1000000261,1000000261,80053,2024-03-01,710,1056,47586.81
1000000261,1000000261,97110,2024-03-01,581,955,90863.78
1000000261,1000000261,99213,2024-03-01,372,698,83918.84
1000000261,1000000261,99232,2024-03-01,501,588,88158.63
1000000261,1000000261,99283,2024-03-01,507,886,308793.05
1000000262,1000000262,36415,2024-03-01,313,380,9554.43
1000000262,1000000262,70450,2024-03-01,354,396,176990.6
1000000262,1000000262,93000,2024-03-01,395,493,41381.96
1000000262,1000000262,97110,2024-03-01,305,399,38487.02
1000000262,1000000262,99214,2024-03-01,213,364,63934.3
1000000262,1000000262,99232,2024-03-01,317,456,68292.88
1000000262,1000000262,99283,2024-03-01,300,367,128797.38
1000000263,1000000263,80053,2024-03-01,69,126,5698.66
1000000263,1000000263,93000,2024-03-01,77,88,7616.32
1000000263,1000000263,99213,2024-03-01,61,110,13467.59
1000000263,1000000263,99232,2024-03-01,41,73,11060.99
1000000263,1000000263,99283,2024-03-01,83,114,40065.09
1000000263,1000000263,J3301,2024-03-01,44,81,5276.47
1000000264,1000000264,80053,2024-03-01,66,108,4727.62
1000000264,1000000264,97110,2024-03-01,115,174,16718.53
1000000264,1000000264,99213,2024-03-01,78,145,17723.9
1000000264,1000000264,99214,2024-03-01,141,170,31108.39
1000000264,1000000264,99232,2024-03-01,118,192,28720.09
1000000265,1000000265,70450,2024-03-01,20,27,12257.94
1000000265,1000000265,80053,2024-03-01,23,40,1854.08
1000000265,1000000265,99213,2024-03-01,23,42,5025.07
1000000265,1000000265,99214,2024-03-01,22,36,6480.09
1000000265,1000000265,99283,2024-03-01,16,27,9439.63
1000000265,1000000265,J3301,2024-03-01,16,27,1874.78
1000000266,1000000266,70450,2024-03-01,427,583,261624.7
1000000266,1000000266,80053,2024-03-01,342,434,19392.56
1000000266,1000000266,93000,2024-03-01,289,416,35146.69
1000000266,1000000266,97110,2024-03-01,584,657,62078.01
1000000266,1000000266,99214,2024-03-01,468,553,99886.67
1000000267,1000000267,97110,2024-03-01,43,57,5427.37
1000000267,1000000267,99232,2024-03-01,26,49,7391.24
1000000267,1000000267,99283,2024-03-01,32,58,20127.54
1000000268,1000000268,70450,2024-03-01,545,766,344156.29
1000000268,1000000268,97110,2024-03-01,422,516,48849.0
1000000268,1000000268,99214,2024-03-01,404,528,95589.79
1000000268,1000000268,99232,2024-03-01,471,628,94105.71
1000000268,1000000268,99283,2024-03-01,564,645,227423.1
1000000269,1000000269,36415,2024-03-01,193,374,9386.57
1000000269,1000000269,70450,2024-03-01,211,375,169668.27
1000000269,1000000269,93000,2024-03-01,280,423,35683.18
1000000269,1000000269,99213,2024-03-01,203,328,39286.5
1000000269,1000000269,99214,2024-03-01,222,292,52680.63
1000000269,1000000269,99283,2024-03-01,257,505,174686.54
1000000269,1000000269,J3301,2024-03-01,316,381,24703.5
1000000270,1000000270,70450,2024-03-01,38,72,33299.16
1000000270,1000000270,80053,2024-03-01,74,101,4579.45
1000000270,1000000270,93000,2024-03-01,57,90,7751.32
1000000270,1000000270,97110,2024-03-01,59,78,7377.33
1000000270,1000000270,99232,2024-03-01,37,74,10873.99
1000000271,1000000271,70450,2024-03-01,52,77,35098.97
1000000271,1000000271,80053,2024-03-01,54,86,3910.87
1000000271,1000000271,93000,2024-03-01,59,90,7599.63
1000000271,1000000271,97110,2024-03-01,26,53,4881.78
1000000271,1000000271,99213,2024-03-01,55,64,7683.18
1000000271,1000000271,99214,2024-03-01,58,76,13734.06
1000000272,1000000272,70450,2024-03-01,699,1219,545546.21
1000000272,1000000272,93000,2024-03-01,968,1482,126435.36
1000000272,1000000272,99283,2024-03-01,1003,1494,521315.46
1000000273,1000000273,36415,2024-03-01,20,27,651.03
1000000273,1000000273,80053,2024-03-01,30,48,2083.01
1000000273,1000000273,97110,2024-03-01,20,26,2521.69
1000000273,1000000273,99213,2024-03-01,23,46,5472.02
1000000273,1000000273,99232,2024-03-01,32,44,6838.15
1000000273,1000000273,99283,2024-03-01,17,30,10695.98
1000000273,1000000273,J3301,2024-03-01,29,33,2146.13
1000000274,1000000274,70450,2024-03-01,299,335,152111.45
1000000274,1000000274,80053,2024-03-01,289,407,18266.88
1000000274,1000000274,93000,2024-03-01,278,366,30665.9
1000000274,1000000274,97110,2024-03-01,137,248,23750.08
1000000274,1000000274,99283,2024-03-01,369,450,155600.82
1000000275,1000000275,70450,2024-03-01,85,109,49437.37
